Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Month
LCK_Korea,69181605,840,140557,82358,566943,10560,1986645,True,False,Korean,11-2019
LCK_Korea,65116410,2055,118379,31686,566943,15022,2738788,True,False,Korean,4-2019
LCK_Korea,64269735,2025,69039,31737,566943,6172,2729959,True,False,Korean,9-2019
LCS,255417390,3930,156980,64991,1001028,119881,5080688,True,False,English,2-2020
LCS,221514285,4980,173108,44480,1001028,58174,3688097,True,False,English,4-2020
LCS,205746075,4215,149004,48812,1001028,60824,3630090,True,False,English,3-2020
LCS,88578375,990,214124,89472,1001028,87634,2823561,True,False,English,1-2020
LCS,57602115,750,171228,76802,1001028,37610,845940,True,False,English,9-2019
LEC,271438665,6735,172331,40302,812392,120666,4200867,True,False,English,2-2020
LEC,270764340,7470,305119,36246,812392,88122,5051135,True,False,English,4-2020
LEC,158862000,4605,170726,34497,812392,42487,2978421,True,False,English,3-2020
LEC,98202735,2205,126681,44535,812392,132400,1517779,True,False,English,1-2020
LIRIK,332332365,11145,89170,29818,2617338,34904,9136873,True,False,English,11-2019
LIRIK,288456915,11250,46621,25640,2617338,32654,4141586,True,False,English,4-2020
LIRIK,269536740,11235,64225,23990,2617338,20120,4701627,True,False,English,3-2020
LIRIK,263881320,10260,47076,25718,2617338,24810,4673384,True,False,English,4-2019
LIRIK,207804675,11025,35467,18848,2617338,12872,3556811,True,False,English,1-2020
LIRIK,191727885,11040,40068,17366,2617338,11288,3483171,True,False,English,8-2019
LIRIK,185357430,10695,35359,17330,2617338,9969,3429235,True,False,English,10-2019
LIRIK,178489185,9060,38849,19700,2617338,8988,2916440,True,False,English,12-2019
LIRIK,170000370,10170,30949,16715,2617338,7931,2896017,True,False,English,2-2020
LIRIK,160169250,9210,32380,17390,2617338,18040,3239415,True,False,English,5-2019
LIRIK,129838995,9090,28342,14283,2617338,4947,2543303,True,False,English,7-2019
LIRIK,124136235,8235,26636,15073,2617338,3938,2271701,True,False,English,9-2019
LPL,146437095,10470,93869,13985,359027,47986,6447927,True,False,English,4-2020
LPL,69759525,7005,36139,9958,359027,31506,3700351,True,False,English,3-2020
LVPes,304709805,13365,163148,22798,542127,48290,8481300,True,False,Spanish,10-2019
LVPes,117476970,6990,233009,16805,542127,22715,3689716,True,False,Spanish,11-2019
LVPes,107990595,7215,79905,14966,542127,14165,7317025,True,False,Spanish,4-2020
LVPes,94296525,9585,41247,9837,542127,4999,5761581,True,False,Spanish,2-2020
LVPes,77491050,9720,53668,7971,542127,9562,4018953,True,False,Spanish,5-2019
LVPes,75455775,8040,37027,9384,542127,3823,5485403,True,False,Spanish,3-2020
LVPes,68674875,10770,42347,6376,542127,7252,3076799,True,False,Spanish,8-2019
LexVeldhuis,68398935,8760,18052,7807,230465,8926,2113108,True,False,English,5-2019
LexVeldhuis,65565330,9615,20929,6818,230465,7809,3099466,True,False,English,9-2019
Lord_Kebun,237721770,13350,40164,17806,414914,79849,3277199,True,False,English,4-2019
Lord_Kebun,222393480,13635,33326,16309,414914,31805,2905616,True,False,English,5-2019
Lord_Kebun,185712975,14160,33308,13114,414904,13173,2155682,True,False,English,4-2020
Lord_Kebun,174434190,13530,22425,12891,414914,20268,1797417,True,False,English,3-2020
Lord_Kebun,173617050,13125,25602,13227,414951,5745,1552983,True,False,English,12-2019
Lord_Kebun,165746700,12960,31275,12788,414931,27706,1973164,True,False,English,8-2019
Lord_Kebun,160172250,12435,23659,12880,414931,15426,1756471,True,False,English,7-2019
Lord_Kebun,158891910,11970,21059,13273,414931,15626,1539083,True,False,English,9-2019
Lord_Kebun,158782350,13020,19622,12194,414951,12431,1369817,True,False,English,11-2019
Lord_Kebun,157235700,13110,27765,11993,414931,10027,1402142,True,False,English,10-2019
Lord_Kebun,150979380,12075,20961,12503,414951,7933,1467605,True,False,English,2-2020
Lord_Kebun,149440800,12960,19108,11530,414931,8018,1501020,True,False,English,1-2020
LotharHS,142090110,34710,14561,4093,259031,125394,2706854,True,False,Polish,4-2020
MDLDisney,367929105,5865,185683,62732,105018,104720,6349168,True,False,English,5-2019
MOONMOON,208540320,12240,29436,17037,892743,38047,2622082,True,True,English,4-2019
MOONMOON,207442170,11640,40673,17821,892743,24461,2723686,True,True,English,5-2019
MOONMOON,150943455,10755,20673,14034,892743,21017,1819356,True,True,English,7-2019
MOONMOON,142659315,10500,21422,13586,892743,7530,1212289,True,True,English,4-2020
MOONMOON,138793500,12615,20128,11001,892743,6142,1164890,True,True,English,11-2019
MOONMOON,132408120,10560,19633,12538,892743,8138,1406662,True,True,English,9-2019
MOONMOON,131957685,13590,15540,9709,892743,4430,1158940,True,True,English,10-2019
MOONMOON,128144445,10590,21685,12099,892743,8442,1081040,True,True,English,3-2020
MOONMOON,126382515,10350,24892,12210,892743,6661,1223843,True,True,English,1-2020
MOONMOON,125544945,10605,17985,11837,892743,10437,1367751,True,True,English,8-2019
MOONMOON,111030420,9345,16945,11880,892743,4354,1037260,True,True,English,2-2020
MOONMOON,92878140,8565,18472,10843,892743,5584,833207,True,True,English,12-2019
Magic,123015930,8190,114234,15019,360372,16290,5843851,True,False,English,2-2020
Magic,81572385,4440,99879,18371,360372,5759,6459561,True,False,English,12-2019
Magic,75698175,5175,107459,14627,360372,9784,3167478,True,False,English,10-2019
MarcaoRX,61247655,24690,5876,2480,166315,15117,1210333,True,True,Portuguese,7-2019
Mathil1,92696220,13260,25866,6990,289826,14990,2321499,True,False,English,12-2019
Mathil1,79475130,13275,21699,5986,289822,23428,1678297,True,False,English,3-2020
Mathil1,62526345,12675,22217,4932,289826,3430,1837111,True,False,English,1-2020
Maximilian_DOOD,153210420,11190,37765,13691,808599,26194,2757036,True,False,English,4-2020
Maximilian_DOOD,114402870,9165,27773,12482,808599,24244,1345292,True,False,English,4-2019
Maximilian_DOOD,97245390,10080,19279,9646,808599,14384,1285697,True,False,English,3-2020
Maximilian_DOOD,97072140,9450,17171,10271,808599,13780,1152375,True,False,English,5-2019
Maximilian_DOOD,95254530,11925,19637,7987,808599,12139,1219534,True,False,English,9-2019
Maximilian_DOOD,89829990,10080,23660,8911,808599,8690,1349453,True,False,English,1-2020
Maximilian_DOOD,84898035,10680,14227,7948,808599,8157,941443,True,False,English,11-2019
Maximilian_DOOD,72436695,9570,16051,7568,808599,14052,1013557,True,False,English,7-2019
Maximilian_DOOD,70992060,7860,26568,9031,808599,6839,1187646,True,False,English,12-2019
Maximilian_DOOD,65988675,6840,14943,9646,808599,8764,1037619,True,False,English,2-2020
Maximilian_DOOD,61579800,8640,11791,7126,808599,6076,909194,True,False,English,10-2019
Mazarin1k,121959525,33690,9605,3619,205022,228,2892061,True,False,Czech,4-2020
Method,561096000,18495,127784,30337,401120,97846,19475571,True,False,English,7-2019
Method,390664860,41520,84681,9408,401127,35565,9378141,True,False,English,2-2020
Method,218407260,5205,76073,41960,401120,39392,4395190,True,False,English,1-2020
Method,148532295,7380,148350,20126,401120,46104,4505603,True,False,English,8-2019
MethodJosh,85403895,13605,17652,6276,181658,17344,1619728,True,False,English,4-2019
MethodJosh,71492970,7710,37916,9272,181658,16404,1521090,True,False,English,5-2019
Mithrain,66934005,9930,29078,6740,1195317,39017,2506921,True,False,Turkish,5-2019
Mithrain,65651940,10965,13493,5986,1195317,25881,2478114,True,False,Turkish,9-2019
Mizkif,86268135,11115,20058,7760,443379,34349,1499771,True,False,English,5-2019
Mizkif,81191445,11055,16900,7343,443379,23998,1187650,True,False,English,8-2019
Mizkif,80964090,8790,28282,9210,443379,28612,1049934,True,False,English,12-2019
Mizkif,77620935,12060,12563,6435,443379,6764,1175411,True,False,English,3-2020
MoMaN,109975770,19170,16550,5736,344908,57531,2418925,True,True,French,4-2020
Mongraal,58201185,1965,89706,29618,2360225,88125,1873066,True,False,English,9-2019
MontanaBlack88,389416875,7875,181600,49449,2631571,101270,5329934,True,True,German,9-2019
MontanaBlack88,255327150,8235,51643,31004,2631571,90982,4034604,True,True,German,3-2020
MontanaBlack88,223667985,6600,69984,33888,2631571,130781,3858217,True,True,German,4-2020
MontanaBlack88,215187810,5220,80839,41223,2631571,86629,3297591,True,True,German,8-2019
MontanaBlack88,168405615,5280,147455,31894,2631571,87118,2336772,True,True,German,2-2020
MontanaBlack88,163964400,5370,61152,30532,2631571,73739,2452528,True,True,German,1-2020
MontanaBlack88,130395615,4395,88413,29668,2631571,48195,1931947,True,True,German,10-2019
MontanaBlack88,122927505,5730,53970,21452,2631571,46290,2027291,True,True,German,11-2019
MontanaBlack88,114800730,4110,68802,27931,2631571,73883,1945429,True,True,German,12-2019
MontanaBlack88,98281680,4140,56164,23739,2631571,46143,1645436,True,True,German,7-2019
MontanaBlack88,84402765,3750,42365,22507,2631571,50701,1505529,True,True,German,5-2019
MontanaBlack88,67466175,2805,45469,24051,2631571,43563,1115386,True,True,German,4-2019
Myth,571876710,17865,122552,32010,6553588,641159,11835707,True,False,English,4-2020
Myth,92975520,11025,36364,8432,6553588,113853,2231533,True,False,English,10-2019
Myth,90945915,11985,15589,7587,6553588,79727,2237004,True,False,English,1-2020
Myth,71942340,9210,16690,7810,6553588,51715,1168035,True,False,English,11-2019
Myth,71319675,8745,18662,8155,6553588,62943,1281983,True,False,English,12-2019
Myth,70215480,9285,27560,7561,6553588,50457,1620795,True,False,English,2-2020
Myth,68311905,11385,22588,5999,6553588,59069,1579274,True,False,English,9-2019
Myth,66961095,12630,51652,5301,6553588,91022,1900581,True,False,English,8-2019
Myth,60106440,13440,27587,4471,6553588,92141,2126082,True,False,English,7-2019
NICKMERCS,387981570,15240,64261,25457,3578888,129918,4092880,True,False,English,4-2020
NICKMERCS,307174995,16575,35116,18531,3578888,87608,3150854,True,False,English,3-2020
NICKMERCS,243791115,12075,52357,20189,3578888,95375,5378104,True,False,English,8-2019
NICKMERCS,232499085,10380,80861,22398,3578888,112167,3995189,True,False,English,5-2019
NICKMERCS,217618095,12240,51799,17778,3578888,56595,4629050,True,False,English,10-2019
NICKMERCS,193171875,10650,50097,18137,3578888,97140,3547946,True,False,English,7-2019
NICKMERCS,178189515,8985,41625,19831,3578888,42254,3037803,True,False,English,9-2019
NICKMERCS,169406235,9900,30774,17111,3578888,35303,1789149,True,False,English,2-2020
NICKMERCS,162933450,10965,78125,14858,3578888,34996,3446453,True,False,English,12-2019
NICKMERCS,161421615,10260,30958,15732,3578888,27522,3721809,True,False,English,11-2019
NICKMERCS,118686600,7680,36229,15453,3578888,52791,2148098,True,False,English,4-2019
NICKMERCS,114918735,8055,24521,14266,3578888,44046,1567574,True,False,English,1-2020
NOBRU,129159855,8490,132224,15212,707869,414001,1145699,True,False,Portuguese,4-2020
Nadeshot,108064170,10110,22667,10688,1388311,112187,1843151,True,True,English,4-2020
Nadeshot,79191330,9420,19291,8406,1388311,69408,1309855,True,True,English,3-2020
Nick28T,58277985,14295,9227,4076,972305,5553,634528,True,True,English,11-2019
NickEh30,137912235,11280,29889,12225,1251553,289371,5792942,True,False,English,9-2019
NickEh30,124745820,10695,31453,11663,1251046,173726,2334122,True,False,English,4-2020
NickEh30,122918700,11520,59657,10669,1251553,116255,6718918,True,False,English,10-2019
NickEh30,85178865,11850,39371,7187,1251913,57320,3059653,True,False,English,12-2019
NickEh30,82072740,9735,19045,8430,1251913,52645,3556629,True,False,English,11-2019
NickEh30,63890940,8895,16906,7182,1251553,55382,2975854,True,False,English,1-2020
Nightblue3,131912280,13665,17048,9652,2637237,23450,2642182,True,False,English,3-2020
Nightblue3,123904635,14070,16444,8805,2637396,25935,2291625,True,False,English,2-2020
Nightblue3,110535780,11340,17633,9747,2637214,21214,2250636,True,False,English,4-2020
Nightblue3,97547460,10845,18682,8994,2637237,33377,2157301,True,False,English,5-2019
Nightblue3,96847800,13005,13863,7446,2637295,23901,1977582,True,False,English,1-2020
Ninja,587066880,12930,132564,45403,14713963,270058,14243393,True,False,English,5-2019
Ninja,507943020,13890,168633,36568,14713963,238595,13955597,True,False,English,4-2019
Ninja,247436955,5970,155854,41446,14713963,161290,6833064,True,False,English,7-2019
NoWay4u_Sir,133234230,13770,24286,9675,366923,21687,2696385,True,False,German,4-2020
NoWay4u_Sir,126158805,13035,19370,9677,366923,11405,2154125,True,False,German,1-2020
NoWay4u_Sir,110220300,12765,17510,8634,366923,8530,1899048,True,False,German,11-2019
NoWay4u_Sir,103133295,11910,18326,8658,366923,6887,1951954,True,False,German,3-2020
NoWay4u_Sir,102392685,11475,20125,8922,366923,8585,1749993,True,False,German,2-2020
NoWay4u_Sir,94288380,14160,13093,6658,366923,8786,1802237,True,False,German,5-2019
NoWay4u_Sir,86840100,10815,18865,8029,366923,8849,1717756,True,False,German,10-2019
NoWay4u_Sir,85805625,11490,24200,7467,366923,10848,1615753,True,False,German,4-2019
NoWay4u_Sir,80421405,10980,15742,7323,366923,6408,1344572,True,False,German,12-2019
NoWay4u_Sir,71119935,10140,17665,7013,366923,9126,1444197,True,False,German,8-2019
NoWay4u_Sir,62832840,8775,15240,7159,366923,6415,2065823,True,False,German,9-2019
NoWay4u_Sir,60629970,10770,13114,5629,366923,6866,1397474,True,False,German,7-2019
OGADotaPIT,105411960,9480,48838,11118,137864,15535,1931573,True,False,English,4-2019
ONSCREEN,916477935,39000,88516,23498,929825,547664,13905426,True,False,English,4-2020
OgamingLoL,294796095,43335,94753,6802,499436,23298,10377101,True,False,French,10-2019
OgamingLoL,167974845,40905,36000,4105,499439,7069,8364216,True,False,French,2-2020
OgamingLoL,130344690,41685,62354,3126,499436,5726,6420116,True,False,French,4-2020
OgamingLoL,121444950,40545,204491,2994,499439,19132,4298785,True,False,French,11-2019
OgamingLoL,110179845,42675,34160,2581,499436,6278,6582813,True,False,French,8-2019
OgamingLoL,100566225,43575,46633,2307,499435,5650,4070499,True,False,French,5-2019
OgamingLoL,92299620,32115,38763,2873,499435,2804,5487307,True,False,French,3-2020
OgamingLoL,84226740,41940,28179,2007,499435,4966,4378134,True,False,French,4-2019
OgamingLoL,77127315,44205,14643,1744,499436,4062,5031804,True,False,French,7-2019
OgamingLoL,74429085,42885,55863,1735,499436,3829,4580191,True,False,French,9-2019
OverwatchLeague,811680495,20580,105428,39439,1796619,63735,12710115,True,False,English,8-2019
OverwatchLeague,624133965,6915,138350,90257,1796619,64352,12622914,True,False,English,4-2019
OverwatchLeague,580140405,13800,150321,42038,1796619,50908,10133448,True,False,English,7-2019
OverwatchLeague,403721970,13035,254493,30971,1796619,37822,18968639,True,False,English,9-2019
OverwatchLeague,383401800,4260,197022,89999,1796619,45737,11361890,True,False,English,5-2019
OverwatchLeague,68310135,1290,105326,52953,1796619,21077,1936131,True,False,English,11-2019
PAGO3,107193540,24120,20284,4443,405842,65614,2426119,True,False,Polish,4-2020
POW3Rtv,147007245,19365,24506,7590,953871,79879,4925421,True,False,Italian,4-2020
POW3Rtv,85929645,15300,69009,5615,953912,50977,1970926,True,False,Italian,10-2019
Papaplatte,177928695,11745,39507,15148,762353,143233,3832045,True,False,German,4-2020
Papaplatte,91111980,11265,24431,8087,762353,58521,2029825,True,False,German,3-2020
Papaplatte,64512090,9360,12347,6891,762353,51092,1275648,True,False,German,1-2020
Papaplatte,62111115,12075,12531,5143,762353,18737,1384213,True,False,German,10-2019
Pestily,397376475,13005,107819,30555,504027,86778,3378640,True,False,English,1-2020
Pestily,155080740,10920,72044,14201,504027,63769,1594996,True,False,English,12-2019
Pestily,149707950,10560,101304,14176,504027,-12898,2730512,True,False,English,4-2020
Pestily,115129725,12165,47078,9463,504027,84268,2430911,True,False,English,2-2020
Pestily,109686150,13440,16030,8160,504027,122128,2548831,True,False,English,3-2020
PlayHearthstone,280811445,13245,43410,21200,828604,27057,6539206,True,False,English,9-2019
PlayHearthstone,170430225,5310,135243,32095,828604,30896,6675487,True,False,English,4-2019
PlayHearthstone,159085440,9450,41390,16833,828604,3941,9543327,True,False,English,10-2019
PlayHearthstone,136086915,7515,38379,18108,828604,10258,6310322,True,False,English,5-2019
PlayHearthstone,109140600,6975,37159,15646,828604,13254,3669104,True,False,English,8-2019
PlayHearthstone,83743575,7290,43877,11486,828604,3644,5941441,True,False,English,11-2019
PlayHearthstone,75740160,5010,43418,15117,828604,8524,2976066,True,False,English,7-2019
Quin69,129754110,15375,17120,8438,515052,13093,1640195,True,True,English,12-2019
Quin69,120648735,15255,13907,7908,515052,4703,1433774,True,True,English,1-2020
Quin69,102803370,13080,17054,7859,515052,11713,1958403,True,True,English,2-2020
Quin69,92143575,16965,24352,5430,515052,10270,2521188,True,True,English,9-2019
Quin69,88278510,9915,36742,8903,515052,15456,1676597,True,True,English,11-2019
Quin69,81163200,12405,16208,6542,515052,4254,1471854,True,True,English,3-2020
Quin69,70274655,16155,6798,4349,515052,2123,1135077,True,True,English,7-2019
Quin69,63269160,16485,13715,3837,515052,5810,1537417,True,True,English,8-2019
RATIRL,65746170,13560,12409,4848,372201,21840,1337167,True,True,English,1-2020
ROSHTEIN,185657655,16605,27981,11180,340066,19583,2188549,False,True,English,4-2020
ROSHTEIN,140428500,11430,36442,12285,340066,67654,1744099,False,True,English,3-2020
ROSHTEIN,109243590,10515,27699,10388,340066,12877,1415514,False,True,English,2-2020
ROSHTEIN,107260980,9930,44337,10801,340066,34460,1541350,False,True,English,8-2019
ROSHTEIN,90813600,8865,31884,10243,340066,9961,1295232,False,True,English,11-2019
ROSHTEIN,89686110,8670,23560,10343,340066,11323,1235953,False,True,English,12-2019
ROSHTEIN,83815455,6165,45843,13594,340066,28328,1194698,False,True,English,9-2019
ROSHTEIN,69935385,6900,24474,10135,340066,10348,986931,False,True,English,10-2019
RPGLimitBreak,111666795,12375,17009,9023,116557,16209,9359481,True,False,English,5-2019
RTAinJapan,77263050,6240,25377,12381,45387,15013,1033327,True,False,Japanese,12-2019
Rainbow6,326152005,5385,135471,60566,1408990,90833,3486210,True,True,English,2-2020
Rainbow6,166259130,4560,130427,36459,1408990,72860,2829979,True,True,English,8-2019
Rainbow6,81292725,9510,31246,8547,1408990,41067,1359067,True,True,English,1-2020
Rainbow6,74013885,2895,87189,25565,1408990,25470,987958,True,True,English,5-2019
Rainbow6,63419790,7410,35819,8558,1408990,26109,1265058,True,True,English,9-2019
Rainbow6BR,87164085,5385,60386,16185,293174,28518,1181896,True,False,Portuguese,2-2020
RaizQT,64775430,15720,15185,4120,162896,8878,1317540,True,False,English,12-2019
RajjPatel,81483180,3510,48709,23214,766188,34429,1336353,True,True,English,5-2019
RajjPatel,71140365,3570,34976,19926,766188,19863,1222153,True,True,English,7-2019
RajjPatel,62863470,2775,40098,22653,766188,29802,1396791,True,True,English,9-2019
Rakin,134061510,12825,36614,10452,1204704,34369,3509446,True,False,Portuguese,7-2019
Rakin,83260695,17370,9662,4792,1204704,20780,2157563,True,False,Portuguese,1-2020
Rakin,80165535,12285,15123,6525,1204724,23197,2482303,True,False,Portuguese,5-2019
Rakin,56683965,8820,33680,6426,1204704,15979,1699433,True,False,Portuguese,9-2019
RduLIVE,65489535,13740,10944,4765,223056,13060,866583,True,False,English,12-2019
RduLIVE,64263645,12885,10045,4986,223056,7494,807566,True,False,English,1-2020
RebirthzTV,60210705,10350,11845,5817,267566,6622,770420,True,False,Thai,11-2019
RebirthzTV,59479935,10635,10651,5592,267566,5260,736803,True,False,Thai,12-2019
Reckful,113316015,12945,25961,8753,922799,17028,1670106,True,False,English,7-2019
Reckful,86710500,18165,9923,4772,922748,27749,1334166,True,False,English,5-2019
RedBull,119434275,20850,20517,5727,231146,35183,9972379,True,False,English,7-2019
Riot Games (riotgames),1386163020,16395,383601,84547,4510950,267165,23482773,True,False,Japanese,10-2019
Riot Games (riotgames),693606570,13365,329471,51896,4510950,63126,12374922,True,False,Japanese,8-2019
Riot Games (riotgames),613242705,12990,280510,47208,4510650,95789,15028779,True,False,Japanese,5-2019
Riot Games (riotgames),521058855,10440,402561,49909,4510650,74270,12201095,True,False,Japanese,4-2019
Riot Games (riotgames),446246565,12135,134145,36773,4510950,35310,10055047,True,False,Japanese,7-2019
Riot Games (riotgames),347930490,2880,639375,120808,4511282,50142,6381754,True,False,Japanese,11-2019
Riot Games (riotgames),284285925,8610,399036,33017,4510950,40459,6945529,True,False,Japanese,9-2019
Riot Games (riotgames),86850375,4050,74753,21444,4511282,7588,2232769,True,False,Japanese,12-2019
RiotGamesBrazil,185032035,7830,104949,23630,858836,34987,6303231,True,False,Portuguese,10-2019
RiotGamesBrazil,121875855,4365,90406,27920,858836,35664,3206815,True,False,Portuguese,4-2020
RiotGamesBrazil,95163240,5160,54332,18442,858836,12325,4550621,True,False,Portuguese,7-2019
RiotGamesBrazil,69739695,11055,34329,6307,858836,10874,5043832,True,False,Portuguese,5-2019
RiotGamesBrazil,69530670,1920,91675,36213,858836,21023,1758688,True,False,Portuguese,2-2020
RiotGamesBrazil,69355590,3495,58356,19843,858836,10388,3322461,True,False,Portuguese,8-2019
RiotGamesBrazil,66679065,2490,73875,26778,858836,12473,1626615,True,False,Portuguese,3-2020
RiotGamesBrazil,64163955,3210,79656,19988,858836,9532,2786547,True,False,Portuguese,4-2019
RiotGamesJP,93826650,7005,45894,13393,131962,5804,1735845,True,False,Japanese,10-2019
RiotGamesJP,78534645,5025,38779,15628,131962,4309,1430139,True,False,Japanese,5-2019
RocketLeague,272465370,6060,161936,44960,1341468,66128,9140487,True,False,English,3-2020
RocketLeague,246174855,6120,140358,40224,1341468,99931,5613610,True,False,English,2-2020
RocketLeague,212004360,7590,97576,27931,1341468,59435,5203560,True,False,English,10-2019
RocketLeague,142545570,1890,206681,75420,1341468,31849,12463988,True,False,English,12-2019
RocketLeague,133625235,3660,71350,36509,1341468,27220,4728615,True,False,English,11-2019
RocketLeague,127594890,4425,128035,28834,1341468,40992,3504328,True,False,English,4-2020
RocketLeague,127156335,3570,61580,35617,1341468,42374,2076596,True,False,English,4-2019
RocketLeague,122742795,3000,72517,40913,1341468,25290,1656427,True,False,English,5-2019
Rubius,317836980,6030,103813,52708,4623080,440586,5901772,True,False,Spanish,4-2020
Rubius,270120480,6180,178656,43708,4623080,293360,5196851,True,False,Spanish,3-2020
Rubius,195420225,4575,132207,42714,4623080,326222,4534903,True,False,Spanish,1-2020
Rubius,168340560,4590,74017,36675,4623080,205807,3276634,True,False,Spanish,2-2020
Rubius,151001565,4755,114146,31755,4623080,280229,3432885,True,False,Spanish,10-2019
Rubius,142135125,3855,92322,36869,4623080,220474,4255492,True,False,Spanish,12-2019
Rubius,132598665,4140,65390,32028,4623080,238826,3795252,True,False,Spanish,11-2019
Rubius,88403220,4125,40089,21430,4623080,172218,2180295,True,False,Spanish,8-2019
Rubius,59616105,3675,42080,16221,4623080,112728,1687306,True,False,Spanish,9-2019
Rush,66729750,9120,15405,7316,544154,29743,1151223,True,False,English,9-2019
Sacriel,200424780,18450,22727,10862,660835,36922,6999356,True,False,English,2-2020
Sacriel,188726085,16740,27152,11273,660835,27728,14655733,True,False,English,3-2020
Sacriel,179778465,20310,34074,8851,660835,41257,9689825,True,False,English,1-2020
Sardoche,121695195,12840,42203,9477,673499,49292,4048883,True,True,French,9-2019
Sardoche,117520845,16680,44372,7045,673499,51584,2730236,True,True,French,4-2020
Sardoche,95647095,17010,20555,5622,673499,15812,2408806,True,True,French,7-2019
Sardoche,94056450,13500,12441,6966,673499,18062,2074604,True,True,French,8-2019
Sardoche,92693235,15690,14678,5907,673499,19761,2183745,True,True,French,10-2019
Sardoche,80299500,13935,34850,5761,673499,26641,2471824,True,True,French,5-2019
Sardoche,60062325,13605,12875,4414,673499,14009,1373527,True,True,French,12-2019
Savjz,57489180,11265,12708,5102,542541,10180,660793,True,False,English,11-2019
Scarra,127523955,12990,23187,9816,1158969,64536,1895412,True,False,English,7-2019
Scarra,87317520,10650,23196,8198,1158969,29244,1707771,True,False,English,8-2019
Scarra,86747235,11970,18303,7246,1158969,35033,1252865,True,False,English,10-2019
Scarra,82432515,11520,13612,7155,1158969,18564,1179910,True,False,English,9-2019
Scarra,61152480,11055,12486,5531,1159000,19457,1024074,True,False,English,11-2019
Sco,104586585,15045,36729,6951,377727,30094,5107670,True,False,English,7-2019
Sco,62503050,14055,15241,4446,377727,16439,2558592,True,False,English,1-2020
Sfory,496685715,18975,75219,26175,482265,373967,8036417,True,False,Russian,4-2020
Shiphtur,59744970,14055,19688,4250,706319,11229,1053249,True,False,English,10-2019
Shiphtur,57674850,11175,11562,5160,706319,9341,1030615,True,False,English,11-2019
Shlorox,74006595,10500,13945,7047,317061,9594,2491315,True,False,German,10-2019
SilverName,121587375,10605,26374,11464,571790,17807,3040458,True,False,Russian,4-2019
SilverName,101196840,7410,29927,13656,571790,8048,2159571,True,False,Russian,12-2019
SilverName,92814285,7380,19036,12576,571790,7976,2295308,True,False,Russian,3-2020
SilverName,85808115,7620,18403,11260,571790,5170,2022933,True,False,Russian,2-2020
SilverName,85649565,9030,28577,9484,571790,7988,2266369,True,False,Russian,1-2020
SilverName,83215695,10350,15466,8039,571790,13474,2580024,True,False,Russian,8-2019
SilverName,73071795,9660,14965,7563,571790,7715,2068030,True,False,Russian,5-2019
SilverName,69814170,5910,26725,11812,571790,7941,1505865,True,False,Russian,11-2019
Sinner666,98364825,10785,27996,9119,7102,3732,16631238,False,False,Russian,3-2020
SkipNhO,70006155,14985,8573,4671,1035953,26553,1636698,True,False,Portuguese,3-2020
SkipNhOLIVE,61546050,44340,3650,1387,284270,18602,534141,True,False,Portuguese,12-2019
Skyyart,193624680,19920,32577,9719,577624,134376,3282057,True,False,French,4-2020
Solary,193666425,41775,15534,4635,476536,11144,4631757,True,False,French,1-2020
Solary,164813100,41895,20750,3933,476531,42682,6600992,True,False,French,4-2020
Solary,146229915,40290,32629,3628,476533,9670,3604387,True,False,French,4-2019
Solary,138057165,39825,9698,3466,476533,9739,3238392,True,False,French,12-2019
Solary,137409615,35865,23197,3830,476533,11722,4033723,True,False,French,2-2020
Solary,117970875,37650,11173,3132,476533,9065,3110890,True,False,French,11-2019
Solary,117937545,39165,20499,3010,476533,6616,4262580,True,False,French,3-2020
Solary,117155985,39540,17341,2962,476533,10356,3118190,True,False,French,5-2019
Solary,107590365,40650,18032,2646,476536,9769,3954005,True,False,French,7-2019
Solary,93932625,40860,24470,2298,476536,9524,3156784,True,False,French,10-2019
Solary,92212620,39195,19688,2352,476536,13788,3509615,True,False,French,9-2019
Solary,83514870,39270,7777,2126,476536,7757,2572058,True,False,French,8-2019
SolaryFortnite,266176710,34110,175009,7802,1341609,81682,5433501,True,False,French,5-2019
SolaryFortnite,235620510,38130,160346,6178,1341613,78516,5570261,True,False,French,7-2019
SolaryFortnite,212719500,35685,96731,5960,1341609,66180,4571730,True,False,French,4-2019
SolaryFortnite,132127125,32295,40703,4090,1341604,61941,3715708,True,False,French,4-2020
SolaryFortnite,117633900,33255,32379,3536,1341609,33046,2167919,True,False,French,3-2020
SolaryFortnite,116157150,29265,31411,3968,1341613,42327,2736044,True,False,French,8-2019
SolaryFortnite,105306810,31395,24732,3353,1341624,24510,2265256,True,False,French,11-2019
SolaryFortnite,99231240,27060,46710,3666,1341624,29885,2056653,True,False,French,12-2019
SolaryFortnite,97305780,31425,45298,3096,1341613,30367,2573060,True,False,French,10-2019
SolaryFortnite,88592145,34845,18784,2541,1341613,21858,2279972,True,False,French,9-2019
SolaryHS,150068205,38265,14274,3921,147191,14678,2218232,True,False,French,4-2019
SolaryHS,120375510,40845,7543,2946,147191,8145,1735521,True,False,French,5-2019
SolaryHS,85084530,36615,17513,2323,147191,4911,1345325,True,False,French,8-2019
SolaryHS,84980475,38265,6640,2220,147191,3849,928138,True,False,French,11-2019
SolaryHS,84492810,37020,6655,2281,147191,2896,954272,True,False,French,12-2019
