Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Month
gaules,179411070,42285,46033,4242,1580528,25744,4089872,True,True,Portuguese,2019-06-01
gaules,135648060,43965,83859,3084,1479698,28074,2751792,True,True,Portuguese,2020-01-01
gaules,135499560,38280,19758,3539,1580528,43061,3416934,True,True,Portuguese,2019-01-01
gaules,135171600,42855,18402,3153,1479638,25185,3030186,True,True,Portuguese,2019-05-01
gaules,113097525,39480,47085,2864,1581617,47024,4329834,True,True,Portuguese,2018-12-01
imaqtpie,179605290,16305,26056,11014,2658581,33839,4241526,True,False,English,2019-01-01
imaqtpie,122322930,12945,21744,9448,2658440,20962,2765423,True,False,English,2018-12-01
imaqtpie,116923620,14490,26087,8068,2662132,30367,1901090,True,False,English,2020-04-01
imaqtpie,99649695,15225,15364,6544,2658581,13668,2479553,True,False,English,2019-02-01
imaqtpie,83088150,14970,13596,5549,2658581,9815,2184397,True,False,English,2019-03-01
imaqtpie,78066660,13485,13698,5788,2662132,11208,1949715,True,False,English,2019-04-01
imaqtpie,75160095,12585,13017,5971,2662132,14083,1710236,True,False,English,2019-05-01
imaqtpie,74540910,15510,13258,4805,2658581,12348,1943072,True,False,English,2019-06-01
imaqtpie,71860785,14250,17118,5042,2662132,8197,1368591,True,False,English,2020-01-01
imaqtpie,61081470,14205,10201,4299,2662132,11740,1311587,True,False,English,2019-12-01
lestream,170653995,26175,41152,6519,876438,32216,7605696,True,False,French,2019-06-01
lestream,117196470,26715,40306,4386,871442,-579,2541710,True,False,French,2020-02-01
lestream,110434920,26670,47638,4140,871442,15480,2698610,True,False,French,2019-11-01
lestream,105459615,25080,19598,4204,871442,9661,3057203,True,False,French,2020-03-01
lestream,104711880,28125,19317,3722,871442,17382,3076446,True,False,French,2019-10-01
lestream,100385025,29085,14674,3450,871442,37228,2170569,True,False,French,2020-01-01
lestream,84132105,22860,20636,3679,871442,13517,2496412,True,False,French,2019-09-01
lestream,79255935,27810,14197,2849,871442,7065,1890293,True,False,French,2019-12-01
lestream,73926090,19965,15085,3702,871442,17423,1960950,True,False,French,2019-05-01
lestream,67038030,19755,32369,3393,871442,21670,1728242,True,False,French,2019-04-01
lestream,62841915,21795,39165,2882,871442,16685,2409130,True,False,French,2019-07-01
lestream,62149695,19635,25759,3164,876438,15546,1722116,True,False,French,2019-02-01
lestream,62100900,22965,12670,2703,876438,13921,1601185,True,False,French,2019-03-01
lestream,57867255,22230,48245,2602,876438,18474,1589273,True,False,French,2018-12-01
loltyler1,514793865,17400,65524,29585,3368407,129950,9487896,True,False,English,2019-03-01
loltyler1,418673145,13980,56693,29947,3239365,99517,6523811,True,False,English,2020-02-01
loltyler1,387255465,15330,37549,25260,3239365,86529,6181414,True,False,English,2020-03-01
loltyler1,293840280,12735,85633,23073,3239365,86527,5460453,True,False,English,2019-11-01
loltyler1,253073370,10530,53021,24033,3239365,82468,4582538,True,False,English,2020-01-01
loltyler1,224077080,9075,45112,24691,3239365,61775,3403707,True,False,English,2020-04-01
loltyler1,224015310,12210,27621,18346,3368407,67012,4847390,True,False,English,2019-02-01
loltyler1,202795110,7830,89387,25899,3239365,146198,3774630,True,False,English,2019-12-01
loltyler1,191422080,10080,28737,18989,3239365,68330,3867267,True,False,English,2019-04-01
loltyler1,161850135,10230,22598,15820,3239365,59546,3427586,True,False,English,2019-05-01
loltyler1,138376200,9420,28595,14689,3239365,46103,2747207,True,False,English,2019-10-01
loltyler1,125202975,8775,54690,14267,3239365,45037,2848665,True,False,English,2019-09-01
loltyler1,86684940,6975,20347,12427,3239365,45857,2248107,True,False,English,2019-07-01
loltyler1,80927385,3795,122864,21324,3369278,28820,1875100,True,False,English,2018-12-01
loltyler1,76541955,5205,51552,14704,3239365,61940,2092593,True,False,English,2019-08-01
nl_Kripp,185013390,12390,26810,14931,1372565,25309,1932416,True,False,English,2019-11-01
nl_Kripp,162927600,11925,60838,13662,1374459,10503,2502995,True,False,English,2018-12-01
nl_Kripp,161403615,11310,52924,14270,1372592,23607,4078748,True,False,English,2019-04-01
nl_Kripp,150333195,14295,19407,10516,1372565,9657,1672206,True,False,English,2019-12-01
nl_Kripp,144334260,14295,25837,10096,1374459,2105,2305862,True,False,English,2020-05-01
nl_Kripp,141849210,14295,27732,9922,1372592,5950,2570582,True,False,English,2020-04-01
nl_Kripp,129831240,13095,31057,9914,1372575,11773,2812691,True,False,English,2019-08-01
nl_Kripp,122851995,14115,21393,8703,1372592,13826,1537871,True,False,English,2020-03-01
nl_Kripp,115300050,12705,16877,9074,1372575,6103,1636691,True,False,English,2020-01-01
nl_Kripp,105443775,9615,29316,10966,1372565,7937,1162448,True,False,English,2020-02-01
nl_Kripp,102440715,11085,19099,9240,1374459,6044,2278451,True,False,English,2019-03-01
nl_Kripp,101850330,10035,17095,10149,1374459,6120,1351754,True,False,English,2019-01-01
nl_Kripp,89507205,9255,17948,9670,1372592,4234,1603551,True,False,English,2019-05-01
nl_Kripp,87289800,11820,14813,7384,1372575,7394,1397176,True,False,English,2019-07-01
nl_Kripp,86315790,12195,15465,7077,1372575,3878,1400209,True,False,English,2019-09-01
nl_Kripp,81631785,9000,18921,9069,1374459,8662,1381130,True,False,English,2019-06-01
nl_Kripp,77684775,10455,21930,7429,1372575,12922,1244729,True,False,English,2019-10-01
nl_Kripp,76754220,8775,15507,8746,1374459,758,1157427,True,False,English,2019-02-01
shroud,931863450,13590,201232,68569,7069584,584727,20455371,True,False,English,2019-02-01
shroud,485474955,17100,100950,28389,7069584,179715,14044171,True,False,English,2018-12-01
shroud,428122125,13170,69375,32506,7069584,176285,14099048,True,False,English,2019-07-01
shroud,361534050,8130,84311,44468,7069584,240612,9367956,True,False,English,2019-03-01
shroud,357259515,12435,141801,28729,7069584,152165,13443286,True,False,English,2019-08-01
shroud,319932375,13920,55874,22983,7069584,88033,9083058,True,False,English,2019-09-01
shroud,312455625,13650,59705,22890,7069584,129952,9758153,True,False,English,2019-06-01
shroud,304028670,13140,44051,23137,7069584,164852,9727291,True,False,English,2019-01-01
shroud,294927360,14685,38863,20083,7069584,124881,9617282,True,False,English,2019-05-01
shroud,267621555,10890,51812,24574,7069584,243523,8231904,True,False,English,2019-04-01
shroud,188882505,7995,55656,23624,7069584,71106,5413742,True,False,English,2019-10-01
sodapoppin,477454965,13275,72523,35966,2724967,57565,8681624,True,True,English,2019-05-01
sodapoppin,417823185,14115,71979,29600,2729787,79919,7038813,True,True,English,2019-03-01
sodapoppin,323620320,10020,107833,32296,2724967,51714,7438480,True,True,English,2019-08-01
sodapoppin,304700670,17370,32923,17541,2729787,21163,4159123,True,True,English,2020-05-01
sodapoppin,282737580,10590,90203,26698,2729787,40964,5018428,True,True,English,2018-12-01
sodapoppin,232350135,10455,59876,22223,2729787,25424,4598886,True,True,English,2019-02-01
sodapoppin,220421640,12900,46962,17086,2724967,12356,3550677,True,True,English,2020-04-01
sodapoppin,209091810,10980,91028,19042,2724967,-29084,3443591,True,True,English,2020-02-01
sodapoppin,203297595,10545,42291,19278,2724967,15263,3697252,True,True,English,2019-07-01
sodapoppin,202341555,6720,73191,30109,2724967,24733,3662002,True,True,English,2019-09-01
sodapoppin,202305870,8085,56044,25021,2724967,25703,3394414,True,True,English,2019-04-01
sodapoppin,195746865,11460,41096,17080,2724967,13058,3110046,True,True,English,2020-03-01
sodapoppin,133008060,7770,33986,17117,2724967,10303,2427570,True,True,English,2019-10-01
sodapoppin,132509250,5805,46171,22826,2724967,76749,2336700,True,True,English,2020-01-01
sodapoppin,130250940,5430,113049,23986,2729787,24873,3070928,True,True,English,2019-06-01
sodapoppin,109555845,4590,46791,23867,2729787,24853,2113060,True,True,English,2019-01-01
sodapoppin,91376670,5190,54458,17605,2724967,14391,1656000,True,True,English,2019-11-01
stylishnoob4,121042725,12285,18804,9852,323874,16994,2779720,True,False,Japanese,2020-05-01
stylishnoob4,112562175,12435,25263,9051,313931,10482,2367425,True,False,Japanese,2020-04-01
stylishnoob4,101827530,12300,11960,8278,323874,18477,1589771,True,False,Japanese,2019-03-01
stylishnoob4,99889875,10455,17540,9553,313931,11956,1943960,True,False,Japanese,2020-03-01
stylishnoob4,92678265,9420,14845,9837,313931,10726,1608694,True,False,Japanese,2020-02-01
stylishnoob4,88347300,12870,12382,6864,323874,10240,1446105,True,False,Japanese,2019-02-01
stylishnoob4,78338475,12030,11642,6511,313931,6518,1340597,True,False,Japanese,2020-01-01
stylishnoob4,78170475,12705,12595,6152,323874,5320,1235162,True,False,Japanese,2018-12-01
stylishnoob4,74814360,9585,13684,7804,313931,8291,1282341,True,False,Japanese,2019-08-01
stylishnoob4,74409000,8865,18421,8393,313931,6674,1401109,True,False,Japanese,2019-09-01
stylishnoob4,73566885,12150,12207,6054,323874,6123,1444105,True,False,Japanese,2019-01-01
stylishnoob4,63759195,9255,13527,6888,313931,12333,1176190,True,False,Japanese,2019-04-01
summit1g,2127995415,21045,310998,101115,5343305,891980,27629206,True,False,English,2020-04-01
summit1g,675198495,16695,69173,40442,5353842,101806,9241686,True,False,English,2019-03-01
summit1g,613747260,17250,63853,35579,5343316,68594,8081245,True,False,English,2019-04-01
summit1g,584266620,19275,54875,30311,5343316,202086,8260028,True,False,English,2020-03-01
summit1g,555861780,22425,41901,24787,5343349,70513,8512482,True,False,English,2020-01-01
summit1g,520320210,14400,75128,36132,5353842,125422,7068511,True,False,English,2019-01-01
summit1g,509410680,16260,46804,31328,5343398,75744,6663468,True,False,English,2020-02-01
summit1g,469784100,18480,45766,25420,5353842,52139,6754717,True,False,English,2020-05-01
summit1g,371552115,19200,63792,19351,5353599,49253,6423707,True,False,English,2018-12-01
summit1g,341521440,15795,47868,21621,5343349,45303,6295890,True,False,English,2019-08-01
summit1g,289014570,12690,56018,22774,5353842,90550,5542514,True,False,English,2019-02-01
summit1g,280525845,16200,35936,17315,5343316,38959,5563542,True,False,English,2019-05-01
summit1g,253918305,16125,33037,15746,5343349,32136,4198596,True,False,English,2019-10-01
summit1g,211285815,16965,24634,12453,5343398,29638,3455042,True,False,English,2019-12-01
summit1g,199512690,13305,32713,14994,5343349,10029,3214685,True,False,English,2019-09-01
summit1g,179125485,11880,37021,15077,5343398,24093,3430804,True,False,English,2019-11-01
summit1g,165864495,16800,22383,9872,5353842,23993,3626925,True,False,English,2019-06-01
summit1g,148926285,11160,27333,13344,5343349,20554,3159073,True,False,English,2019-07-01
xQcOW,1191810900,21000,222720,56752,2995553,599741,15652662,True,False,English,2020-04-01
xQcOW,556505595,17535,58785,31736,3042292,82227,8870572,True,False,English,2020-05-01
xQcOW,480161175,19260,58211,24929,2995553,83037,6481498,True,False,English,2019-12-01
xQcOW,402870480,20070,46775,20072,2995553,104974,7104677,True,False,English,2019-08-01
xQcOW,390475215,17685,81341,22078,2995553,145384,5449951,True,False,English,2019-11-01
xQcOW,378099495,18435,43985,20509,2995553,102516,5841496,True,False,English,2020-01-01
xQcOW,372638535,16530,39350,22542,2995553,223633,6113717,True,False,English,2020-03-01
xQcOW,357075855,18390,30706,19416,2995553,103891,5386590,True,False,English,2020-02-01
xQcOW,326668860,20010,43731,16324,3042292,71012,5836419,True,False,English,2019-06-01
xQcOW,325675290,18645,39332,17466,2995553,74382,6906425,True,False,English,2019-07-01
xQcOW,320708910,16290,55977,19686,2995553,57629,5139217,True,False,English,2019-09-01
xQcOW,295050420,15345,49833,19227,2995553,65481,4582942,True,False,English,2019-10-01
xQcOW,276121665,16380,32010,16856,3042292,87664,4922657,True,False,English,2019-01-01
xQcOW,246338805,17835,33675,13811,2995553,63459,4782854,True,False,English,2019-05-01
xQcOW,242112675,16965,30162,14270,3043927,71780,4576876,True,False,English,2018-12-01
xQcOW,227970645,14580,29665,15635,3042292,67987,4375254,True,False,English,2019-02-01
xQcOW,215055360,16860,28050,12754,3042292,45889,4296938,True,False,English,2019-03-01
xQcOW,197683005,14895,37212,13271,2995553,90245,3982096,True,False,English,2019-04-01
ybicanoooobov,97825095,10770,14865,9082,507566,12110,1392176,True,False,Russian,2019-01-01
ybicanoooobov,95173320,10815,15114,8799,496266,9036,1426430,True,False,Russian,2020-01-01
ybicanoooobov,89689485,10875,13976,8246,496266,7407,1228707,True,False,Russian,2020-03-01
ybicanoooobov,88201485,11100,20925,7945,507566,7421,1333090,True,False,Russian,2019-03-01
ybicanoooobov,87207165,10935,16844,7974,507692,10474,1191657,True,False,Russian,2018-12-01
ybicanoooobov,85071705,9780,16881,8698,496266,8089,1221454,True,False,Russian,2019-12-01
ybicanoooobov,81254085,8955,17036,9073,496266,9400,1257122,True,False,Russian,2019-09-01
ybicanoooobov,81064185,10035,14567,8077,496266,8212,1297253,True,False,Russian,2019-07-01
ybicanoooobov,80675295,10080,14589,8002,507566,10272,1172830,True,False,Russian,2019-02-01
ybicanoooobov,78699525,9795,15149,8034,507566,7470,1142382,True,False,Russian,2019-06-01
ybicanoooobov,77156805,10155,13778,7597,496266,6024,1103746,True,False,Russian,2019-04-01
ybicanoooobov,75796230,8340,16013,9087,496266,8327,1099219,True,False,Russian,2020-02-01
ybicanoooobov,74282370,8925,13700,8322,496266,8326,1193496,True,False,Russian,2019-10-01
ybicanoooobov,73268010,8070,15591,9078,496266,8102,1175308,True,False,Russian,2019-11-01
ybicanoooobov,69953700,9045,15552,7733,496266,5798,1049410,True,False,Russian,2019-05-01
saddummy,145569165,17430,25482,8351,563673,18820,3566584,True,False,Korean,2019-09-01
saddummy,134981640,18840,19666,7164,565549,30039,2884321,True,False,Korean,2019-01-01
saddummy,119506770,13860,39189,8621,565549,27207,2771212,True,False,Korean,2019-02-01
saddummy,119010810,17775,24215,6694,565549,20874,2870159,True,False,Korean,2019-03-01
saddummy,117471750,17610,11321,6670,563673,10916,2465564,True,False,Korean,2020-01-01
saddummy,116934525,18390,11556,6358,565549,5903,2901091,True,False,Korean,2020-05-01
saddummy,114997590,19290,11087,5961,563673,15149,2537444,True,False,Korean,2019-04-01
saddummy,113865045,17295,15582,6583,563673,16302,2726250,True,False,Korean,2019-08-01
saddummy,113739735,15795,13767,7200,563673,10809,2208480,True,False,Korean,2019-12-01
saddummy,110687385,17040,16856,6495,565549,12093,2565076,True,False,Korean,2019-06-01
saddummy,106017120,17025,12830,6226,563673,12982,2347168,True,False,Korean,2019-05-01
saddummy,104672925,13500,16950,7753,563673,8632,2464320,True,False,Korean,2020-02-01
saddummy,94021050,14310,14813,6569,563673,8750,2034696,True,False,Korean,2019-11-01
saddummy,91160910,14445,12879,6310,563673,8229,2272762,True,False,Korean,2019-10-01
saddummy,89946390,15120,13982,5948,565549,17628,2036111,True,False,Korean,2018-12-01
saddummy,89884410,13905,11877,6463,563673,1442,2138262,True,False,Korean,2020-03-01
saddummy,68638035,10695,14192,6417,563673,6587,1718183,True,False,Korean,2019-07-01
lol_ambition,208176180,13620,49127,15284,348889,37899,3641733,True,False,Korean,2019-03-01
lol_ambition,137355555,11235,40999,12225,348889,33184,2321449,True,False,Korean,2019-02-01
lol_ambition,133562820,12030,57254,11101,344894,16856,2424547,True,False,Korean,2019-08-01
lol_ambition,119979690,11790,42620,10175,348889,13163,2372305,True,False,Korean,2019-06-01
lol_ambition,112640415,12330,64189,9135,344894,22515,2495353,True,False,Korean,2019-04-01
lol_ambition,110181450,11745,54100,9380,344894,19359,2383704,True,False,Korean,2019-05-01
lol_ambition,109284615,12435,30827,8787,348889,66014,2605656,True,False,Korean,2019-01-01
lol_ambition,107224680,12975,40643,8263,344894,10779,2547638,True,False,Korean,2019-07-01
lol_ambition,85608015,10635,33323,8049,344894,12036,1904194,True,False,Korean,2020-02-01
lol_ambition,84480510,11805,34738,7155,344894,12811,2018411,True,False,Korean,2019-10-01
lol_ambition,60890250,10440,41660,5831,344894,7980,1489688,True,False,Korean,2019-09-01
yapyap30,140609835,12315,29241,11417,293723,10575,3615097,True,False,Korean,2019-06-01
yapyap30,127413900,11175,27602,11401,293723,9304,2754725,True,False,Korean,2019-07-01
yapyap30,126032805,18765,25297,6715,293723,7975,2422360,True,False,Korean,2018-12-01
yapyap30,119834280,13860,17358,8645,293723,7704,2700267,True,False,Korean,2019-03-01
yapyap30,118941645,14475,18191,8216,293723,4428,2356847,True,False,Korean,2019-10-01
yapyap30,114482220,12570,22701,9107,293723,8015,2201137,True,False,Korean,2019-01-01
yapyap30,110903490,13140,18628,8439,293723,7206,2067949,True,False,Korean,2019-11-01
yapyap30,109449540,13305,16331,8225,293723,7356,2316323,True,False,Korean,2019-02-01
yapyap30,105875445,12000,19169,8822,293723,5809,2492341,True,False,Korean,2019-12-01
yapyap30,99829785,12345,18689,8086,293723,5347,2411507,True,False,Korean,2019-05-01
yapyap30,88536090,10755,15209,8231,293723,4461,2071142,True,False,Korean,2019-04-01
hanryang1125,212964075,16200,26999,13145,476111,11916,3359377,True,True,Korean,2020-03-01
hanryang1125,190536930,15285,20266,12465,476111,7081,2993007,True,True,Korean,2020-04-01
hanryang1125,186109380,15555,22108,11964,476111,7893,2862917,True,True,Korean,2020-02-01
hanryang1125,184990545,15825,23137,11689,476111,7477,2845016,True,True,Korean,2019-10-01
hanryang1125,177382350,13605,20877,13037,478229,5790,2999306,True,False,Korean,2020-05-01
hanryang1125,175455915,16065,19653,10921,476111,9488,2789898,True,True,Korean,2019-09-01
hanryang1125,174887430,16110,22319,10855,476111,7238,2466480,True,True,Korean,2019-12-01
hanryang1125,174618270,15945,19641,10950,478229,11624,2713971,True,False,Korean,2019-03-01
hanryang1125,171616275,15060,22047,11395,476111,7260,2435922,True,True,Korean,2019-11-01
hanryang1125,168360420,14985,23475,11234,476111,6552,2398051,True,True,Korean,2020-01-01
hanryang1125,167103915,15210,21727,10985,476111,9117,2505514,True,True,Korean,2019-08-01
hanryang1125,157870935,14955,20651,10555,476111,8961,2621446,True,True,Korean,2019-05-01
hanryang1125,154179660,12675,22027,12163,476111,7939,2468536,True,True,Korean,2019-04-01
hanryang1125,152302995,15150,18857,10052,476111,6044,2723455,True,True,Korean,2019-07-01
hanryang1125,145090125,12705,19178,11419,478229,8862,2261065,True,False,Korean,2019-01-01
hanryang1125,142201170,12360,21740,11504,478229,8321,2214289,True,False,Korean,2018-12-01
hanryang1125,133095540,13260,17693,10036,478229,4659,2242410,True,False,Korean,2019-06-01
hanryang1125,117304665,11535,22015,10169,478229,7285,2046834,True,False,Korean,2019-02-01
handongsuk,233712330,16050,32591,14561,367083,18226,4056440,True,False,Korean,2019-07-01
handongsuk,232272180,14925,42637,15562,367083,16367,3430122,True,False,Korean,2019-11-01
handongsuk,197270880,13080,39891,15081,367083,14040,3849117,True,False,Korean,2019-09-01
handongsuk,192134895,13500,31305,14231,367083,17756,3308261,True,False,Korean,2019-05-01
handongsuk,188429145,14880,35212,12662,367083,10536,3207465,True,False,Korean,2019-10-01
handongsuk,175516230,17130,34138,10245,370214,14131,3549212,True,False,Korean,2019-06-01
handongsuk,172225725,12900,44976,13350,367083,11525,3485505,True,False,Korean,2019-12-01
handongsuk,164133060,13200,23650,12433,367083,8387,2565913,True,False,Korean,2020-01-01
handongsuk,162646485,13875,24273,11721,370214,5151,2930939,True,False,Korean,2020-05-01
handongsuk,156923580,14565,21469,10773,367083,13152,2647573,True,False,Korean,2019-08-01
handongsuk,156028845,14700,21106,10613,367083,15374,2739395,True,False,Korean,2019-04-01
handongsuk,154473075,17970,16530,8595,370232,16461,2497580,True,False,Korean,2018-12-01
handongsuk,135786870,14280,28595,9508,370214,15237,2881064,True,False,Korean,2019-03-01
handongsuk,130661070,15780,17484,8279,370214,16430,2343805,True,False,Korean,2019-02-01
handongsuk,122994315,16335,16184,7529,370214,14807,2123788,True,False,Korean,2019-01-01
